timestamp,soil-temperature
2023-02-03 23:00:00+00:00,4.575
2023-02-04 00:00:00+00:00,4.35
2023-02-04 01:00:00+00:00,4.125
2023-02-04 02:00:00+00:00,4.0
2023-02-04 03:00:00+00:00,3.9
2023-02-04 04:00:00+00:00,3.925
2023-02-04 05:00:00+00:00,4.025
2023-02-04 07:00:00+00:00,4.074999999999999
2023-02-04 08:00:00+00:00,4.25
2023-02-04 09:00:00+00:00,4.725
